,Latitude,Longitude,StopName,StopStatus,VehDistAlongRoute,VehicleRef
1,40.694979,-73.95269,MYRTLE AV/NOSTRAND AV,at stop,3265.4700000000003,6515
2,40.696888,-73.936059,MYRTLE AV/BROADWAY,approaching,4683.6,6557
3,40.699419,-73.912888,GATES AV/WYCKOFF AV,approaching,6657.39,4060
0,40.693496,-73.979369,MYRTLE AV/ASHLAND PL,at stop,999.37,4517
1,40.694979,-73.95269,MYRTLE AV/NOSTRAND AV,at stop,3265.4700000000003,6515
2,40.696888,-73.936059,MYRTLE AV/BROADWAY,approaching,4683.6,6557
3,40.69962,-73.912114,GATES AV/WYCKOFF AV,approaching,6728.83,4060
0,40.693421,-73.97745,MYRTLE AV/ST EDWARDS ST,at stop,1161.3999999999999,4517
1,40.696962,-73.93542,MYRTLE AV/BROADWAY,at stop,4738.03,6557
2,40.694979,-73.95269,MYRTLE AV/NOSTRAND AV,at stop,3265.4700000000003,6515
3,40.699783,-73.911956,GATES AV/WYCKOFF AV,approaching,6751.38,4060
0,40.693342,-73.97538,MYRTLE AV/N PORTLAND AV,at stop,1336.11,4517
1,40.696962,-73.93542,MYRTLE AV/BROADWAY,at stop,4738.03,6557
2,40.70084,-73.910887,PALMETTO ST/ST NICHOLAS AV,approaching,6899.42,4060
3,40.695046,-73.952122,MYRTLE AV/MARCY AV,< 1 stop away,3313.9199999999996,6515
0,40.696962,-73.93542,MYRTLE AV/BROADWAY,at stop,4738.03,6557
1,40.70103,-73.910694,PALMETTO ST/ST NICHOLAS AV,approaching,6926.099999999999,4060
2,40.693292,-73.97403,MYRTLE AV/CARLTON AV,approaching,1450.05,4517
3,40.695448,-73.948584,MYRTLE AV/TOMPKINS AV,< 1 stop away,3615.5800000000004,6515
0,40.695683,-73.94654,MYRTLE AV/TOMPKINS AV,at stop,3789.8300000000004,6515
1,40.70048,-73.910069,PALMETTO ST/ST NICHOLAS AV,at stop,7025.2,4060
2,40.693241,-73.97268,MYRTLE AV/CARLTON AV,at stop,1564.0,4517
3,40.697127,-73.933905,MYRTLE AV/BUSHWICK AV,< 1 stop away,4867.09,6557
0,40.695683,-73.94654,MYRTLE AV/TOMPKINS AV,at stop,3789.8300000000004,6515
1,40.70048,-73.910069,PALMETTO ST/ST NICHOLAS AV,at stop,7025.2,4060
2,40.697127,-73.933905,MYRTLE AV/BUSHWICK AV,< 1 stop away,4867.09,6557
3,40.69321,-73.971861,MYRTLE AV/VANDERBILT AV,< 1 stop away,1633.16,4517
0,40.70048,-73.910069,PALMETTO ST/ST NICHOLAS AV,at stop,7025.2,4060
1,40.697325,-73.932161,MYRTLE AV/BUSHWICK AV,approaching,5015.75,6557
2,40.696006,-73.94373,MYRTLE AV/THROOP AV,approaching,4029.46,6515
3,40.693178,-73.971041,MYRTLE AV/VANDERBILT AV,< 1 stop away,1702.3600000000001,4517
0,40.697624,-73.929442,MYRTLE AV/EVERGREEN AV,at stop,5247.37,6557
1,40.696068,-73.943187,MYRTLE AV/THROOP AV,at stop,4075.75,6515
2,40.693119,-73.969484,MYRTLE AV/VANDERBILT AV,approaching,1833.84,4517
0,40.696336,-73.940855,MYRTLE AV/MARCUS GARVEY BL,at stop,4274.63,6515
1,40.693109,-73.969197,MYRTLE AV/VANDERBILT AV,at stop,1858.06,4517
2,40.697902,-73.927063,MYRTLE AV/DE KALB AV,approaching,5450.34,6557
0,40.696336,-73.940855,MYRTLE AV/MARCUS GARVEY BL,at stop,4274.63,6515
1,40.697985,-73.926199,MYRTLE AV/DE KALB AV,approaching,5523.740000000001,6557
2,40.693227,-73.967852,MYRTLE AV/WASHINGTON AV,approaching,1972.4699999999998,4517
0,40.696336,-73.940855,MYRTLE AV/MARCUS GARVEY BL,at stop,4274.63,6515
1,40.69804,-73.9257,MYRTLE AV/DE KALB AV,at stop,5566.240000000001,6557
2,40.693298,-73.967239,MYRTLE AV/WASHINGTON AV,approaching,2024.6999999999998,4517
0,40.696336,-73.940855,MYRTLE AV/MARCUS GARVEY BL,at stop,4274.63,6515
1,40.69804,-73.9257,MYRTLE AV/DE KALB AV,at stop,5566.240000000001,6557
2,40.693377,-73.966566,MYRTLE AV/WASHINGTON AV,at stop,2082.16,4517
0,40.698204,-73.924145,MYRTLE AV/STOCKHOLM ST,approaching,5698.66,6557
1,40.693715,-73.963644,MYRTLE AV/STEUBEN ST,approaching,2331.3300000000004,4517
2,40.696873,-73.936186,MYRTLE AV/BROADWAY,approaching,4672.71,6515
0,40.698474,-73.921545,MYRTLE AV/WILSON AV,approaching,5919.91,6557
1,40.693761,-73.963246,MYRTLE AV/STEUBEN ST,approaching,2365.26,4517
2,40.69687,-73.936218,MYRTLE AV/BROADWAY,approaching,4669.99,6515
0,40.696951,-73.935516,MYRTLE AV/BROADWAY,at stop,4729.87,6515
1,40.693975,-73.961411,MYRTLE AV/CLASSON AV,approaching,2521.84,4517
2,40.698715,-73.91924,MYRTLE AV/KNICKERBOCKER AV,approaching,6116.0599999999995,6557
0,40.698784,-73.918577,MYRTLE AV/KNICKERBOCKER AV,at stop,6172.46,6557
1,40.694041,-73.960829,MYRTLE AV/CLASSON AV,at stop,2571.41,4517
2,40.696951,-73.935516,MYRTLE AV/BROADWAY,at stop,4729.87,6515
0,40.694041,-73.960829,MYRTLE AV/CLASSON AV,at stop,2571.41,4517
1,40.698858,-73.91786,MYRTLE AV/MENAHAN ST,< 1 stop away,6233.43,6557
2,40.69704,-73.934711,MYRTLE AV/BUSHWICK AV,< 1 stop away,4798.47,6515
0,40.697251,-73.932787,MYRTLE AV/BUSHWICK AV,approaching,4962.39,6515
1,40.698923,-73.917231,MYRTLE AV/MENAHAN ST,approaching,6286.94,6557
2,40.694121,-73.960124,MYRTLE AV/FRANKLIN AV,< 1 stop away,2631.5699999999997,4517
0,40.698987,-73.916602,MYRTLE AV/MENAHAN ST,approaching,6340.45,6557
1,40.697465,-73.930913,MYRTLE AV/EVERGREEN AV,approaching,5122.15,6515
2,40.694197,-73.959448,MYRTLE AV/FRANKLIN AV,< 1 stop away,2689.1499999999996,4517
0,40.694303,-73.958527,MYRTLE AV/FRANKLIN AV,approaching,2767.6699999999996,4517
1,40.697639,-73.92931,MYRTLE AV/HART ST,< 1 stop away,5258.639999999999,6515
2,40.69917,-73.914866,GATES AV/WYCKOFF AV,< 1 stop away,6488.2,6557
0,40.694395,-73.957729,MYRTLE AV/FRANKLIN AV,at stop,2835.71,4517
1,40.697749,-73.92839,MYRTLE AV/HART ST,approaching,5337.169999999999,6515
2,40.695183,-73.987151,TILLARY ST/JAY ST,approaching,75.59,6571
3,40.699449,-73.912714,GATES AV/WYCKOFF AV,approaching,6672.43,6557
0,40.697852,-73.927558,MYRTLE AV/HART ST,at stop,5408.219999999999,6515
1,40.699449,-73.912714,GATES AV/WYCKOFF AV,approaching,6672.43,6557
2,40.694445,-73.9573,MYRTLE AV/SPENCER ST,< 1 stop away,2872.36,4517
3,40.696007,-73.986238,MYRTLE AV/FLEET PL,< 1 stop away,244.2700000000001,6571
0,40.694628,-73.955703,MYRTLE AV/SPENCER ST,at stop,3008.4900000000002,4517
1,40.697941,-73.926654,MYRTLE AV/DE KALB AV,approaching,5485.110000000001,6515
2,40.699449,-73.912714,GATES AV/WYCKOFF AV,approaching,6672.43,6557
3,40.695948,-73.984594,MYRTLE AV/FLEET PL,< 1 stop away,383.02000000000004,6571
0,40.699838,-73.911903,GATES AV/WYCKOFF AV,approaching,6758.9,6557
1,40.697941,-73.926654,MYRTLE AV/DE KALB AV,approaching,5485.110000000001,6515
2,40.694667,-73.955365,MYRTLE AV/WALWORTH ST,approaching,3037.29,4517
3,40.693946,-73.983569,MYRTLE AV/FLEET PL,< 1 stop away,622.35,6571
0,40.698019,-73.925882,MYRTLE AV/DE KALB AV,at stop,5550.780000000001,6515
1,40.694767,-73.954506,MYRTLE AV/WALWORTH ST,approaching,3110.61,4517
2,40.693888,-73.98354,MYRTLE AV/FLEET PL,< 1 stop away,629.2900000000001,6571
0,40.694823,-73.954014,MYRTLE AV/WALWORTH ST,at stop,3152.5099999999998,4517
1,40.698019,-73.925882,MYRTLE AV/DE KALB AV,at stop,5550.780000000001,6515
2,40.693888,-73.98354,MYRTLE AV/FLEET PL,< 1 stop away,629.2900000000001,6571
0,40.694961,-73.952844,MYRTLE AV/NOSTRAND AV,at stop,3252.33,4517
1,40.698115,-73.925034,MYRTLE AV/STOCKHOLM ST,approaching,5623.04,6515
2,40.693655,-73.983423,MYRTLE AV/FLEET PL,< 1 stop away,657.0400000000001,6571
0,40.694972,-73.952752,MYRTLE AV/NOSTRAND AV,at stop,3260.21,4517
1,40.693593,-73.981986,MYRTLE AV/FLEET PL,approaching,778.45,6571
2,40.698413,-73.922128,MYRTLE AV/WILSON AV,approaching,5870.22,6515
0,40.694972,-73.952752,MYRTLE AV/NOSTRAND AV,at stop,3260.21,4517
1,40.693592,-73.981945,MYRTLE AV/FLEET PL,approaching,781.9100000000001,6571
2,40.698607,-73.920256,MYRTLE AV/KNICKERBOCKER AV,< 1 stop away,6029.57,6515
0,40.695255,-73.950274,MYRTLE AV/MARCY AV,approaching,3471.47,4517
1,40.698607,-73.920256,MYRTLE AV/KNICKERBOCKER AV,< 1 stop away,6029.57,6515
2,40.693568,-73.981289,MYRTLE AV/ASHLAND PL,< 1 stop away,837.32,6571
0,40.695352,-73.949414,MYRTLE AV/MARCY AV,at stop,3544.81,4517
1,40.698779,-73.918621,MYRTLE AV/KNICKERBOCKER AV,at stop,6168.7,6515
2,40.693568,-73.981289,MYRTLE AV/ASHLAND PL,< 1 stop away,837.32,6571
0,40.698797,-73.918444,MYRTLE AV/KNICKERBOCKER AV,at stop,6183.74,6515
1,40.695349,-73.949446,MYRTLE AV/MARCY AV,at stop,3542.0899999999997,4517
2,40.693516,-73.9799,MYRTLE AV/ASHLAND PL,approaching,954.5500000000001,6571
0,40.698797,-73.918444,MYRTLE AV/KNICKERBOCKER AV,at stop,6183.74,6515
1,40.693516,-73.9799,MYRTLE AV/ASHLAND PL,approaching,954.5500000000001,6571
2,40.695459,-73.948488,MYRTLE AV/TOMPKINS AV,< 1 stop away,3623.75,4517
0,40.695683,-73.94654,MYRTLE AV/TOMPKINS AV,at stop,3789.8300000000004,4517
1,40.693496,-73.979369,MYRTLE AV/ASHLAND PL,at stop,999.37,6571
2,40.699146,-73.915087,GATES AV/WYCKOFF AV,< 1 stop away,6469.41,6515
0,40.695687,-73.946509,MYRTLE AV/TOMPKINS AV,at stop,3792.55,4517
1,40.693496,-73.979369,MYRTLE AV/ASHLAND PL,at stop,999.37,6571
2,40.699361,-73.913236,GATES AV/WYCKOFF AV,< 1 stop away,6627.31,6515
0,40.696064,-73.943219,MYRTLE AV/THROOP AV,at stop,4073.03,4517
1,40.699478,-73.91254,GATES AV/WYCKOFF AV,approaching,6687.47,6515
2,40.693478,-73.97892,MYRTLE AV/ST EDWARDS ST,approaching,1037.29,6571
0,40.693423,-73.97749,MYRTLE AV/ST EDWARDS ST,at stop,1157.96,6571
1,40.699538,-73.912192,GATES AV/WYCKOFF AV,approaching,6717.55,6515
2,40.696189,-73.942133,MYRTLE AV/MARCUS GARVEY BL,approaching,4165.66,4517
0,40.696329,-73.940919,MYRTLE AV/MARCUS GARVEY BL,at stop,4269.18,4517
1,40.699538,-73.912192,GATES AV/WYCKOFF AV,approaching,6717.55,6515
2,40.693383,-73.976475,MYRTLE AV/N PORTLAND AV,approaching,1243.6399999999999,6571
0,40.693343,-73.975421,MYRTLE AV/N PORTLAND AV,at stop,1332.6899999999998,6571
1,40.699538,-73.912192,GATES AV/WYCKOFF AV,approaching,6717.55,6515
2,40.696571,-73.938807,MYRTLE AV/LEWIS AV,approaching,4449.24,4517
0,40.693342,-73.97538,MYRTLE AV/N PORTLAND AV,at stop,1336.11,6571
1,40.696677,-73.937879,MYRTLE AV/LEWIS AV,approaching,4528.37,4517
2,40.699538,-73.912192,GATES AV/WYCKOFF AV,approaching,6717.55,6515
0,40.693234,-73.972517,MYRTLE AV/CARLTON AV,at stop,1577.81,6571
1,40.699538,-73.912192,GATES AV/WYCKOFF AV,approaching,6717.55,6515
2,40.696848,-73.93641,MYRTLE AV/BROADWAY,approaching,4653.66,4517
0,40.693233,-73.972476,MYRTLE AV/CARLTON AV,at stop,1581.27,6571
1,40.696925,-73.93574,MYRTLE AV/BROADWAY,approaching,4710.82,4517
0,40.693231,-73.972435,MYRTLE AV/CARLTON AV,at stop,1584.72,6571
1,40.696933,-73.935676,MYRTLE AV/BROADWAY,approaching,4716.26,4517
0,40.696962,-73.93542,MYRTLE AV/BROADWAY,at stop,4738.03,4517
1,40.693145,-73.97018,MYRTLE AV/VANDERBILT AV,approaching,1775.02,6571
0,40.696962,-73.93542,MYRTLE AV/BROADWAY,at stop,4738.03,4517
1,40.693119,-73.969484,MYRTLE AV/VANDERBILT AV,approaching,1833.84,6571
0,40.696959,-73.935452,MYRTLE AV/BROADWAY,at stop,4735.31,4517
1,40.693118,-73.969443,MYRTLE AV/VANDERBILT AV,at stop,1837.3,6571
0,40.693107,-73.969156,MYRTLE AV/VANDERBILT AV,at stop,1861.52,6571
1,40.694628,-73.987177,TILLARY ST/JAY ST,< 1 stop away,13.800000000000011,4043
2,40.69705,-73.934621,MYRTLE AV/BUSHWICK AV,< 1 stop away,4806.1,4517
0,40.693147,-73.968558,MYRTLE AV/CLINTON AV,at stop,1912.31,6571
1,40.69577,-73.987124,TILLARY ST/JAY ST,approaching,140.82,4043
2,40.697246,-73.932831,MYRTLE AV/BUSHWICK AV,approaching,4958.57,4517
0,40.695862,-73.987119,TILLARY ST/JAY ST,approaching,151.12,4043
1,40.693281,-73.967393,MYRTLE AV/WASHINGTON AV,approaching,2011.6399999999999,6571
2,40.697417,-73.931358,MYRTLE AV/EVERGREEN AV,< 1 stop away,5084.2,4517
0,40.697619,-73.929487,MYRTLE AV/EVERGREEN AV,at stop,5243.57,4517
1,40.69332,-73.967056,MYRTLE AV/WASHINGTON AV,approaching,2040.37,6571
2,40.696015,-73.986484,MYRTLE AV/FLEET PL,< 1 stop away,223.46000000000004,4043
0,40.693377,-73.966566,MYRTLE AV/WASHINGTON AV,at stop,2082.16,6571
1,40.697846,-73.927602,MYRTLE AV/HART ST,at stop,5404.48,4517
2,40.69595,-73.984635,MYRTLE AV/FLEET PL,< 1 stop away,379.55000000000007,4043
0,40.693377,-73.966566,MYRTLE AV/WASHINGTON AV,at stop,2082.16,6571
1,40.698019,-73.925882,MYRTLE AV/DE KALB AV,at stop,5550.780000000001,4517
2,40.693742,-73.983467,MYRTLE AV/FLEET PL,< 1 stop away,646.6400000000001,4043
0,40.693374,-73.966597,MYRTLE AV/WASHINGTON AV,at stop,2079.54,6571
1,40.693645,-73.98326,MYRTLE AV/FLEET PL,approaching,670.9200000000001,4043
2,40.69805,-73.925611,MYRTLE AV/STOCKHOLM ST,< 1 stop away,5573.88,4517
0,40.693374,-73.966597,MYRTLE AV/WASHINGTON AV,at stop,2079.54,6571
1,40.693585,-73.98174,MYRTLE AV/FLEET PL,at stop,799.2600000000001,4043
2,40.698106,-73.925123,MYRTLE AV/STOCKHOLM ST,approaching,5615.47,4517
0,40.698241,-73.923789,MYRTLE AV/STOCKHOLM ST,at stop,5728.92,4517
1,40.693512,-73.965395,MYRTLE AV/RYERSON ST,approaching,2182.04,6571
2,40.693559,-73.981044,MYRTLE AV/ASHLAND PL,approaching,858.0,4043
0,40.698516,-73.92114,MYRTLE AV/WILSON AV,at stop,5954.31,4517
1,40.693499,-73.979451,MYRTLE AV/ASHLAND PL,at stop,992.48,4043
2,40.693715,-73.963644,MYRTLE AV/STEUBEN ST,approaching,2331.3300000000004,6571
0,40.698516,-73.92114,MYRTLE AV/WILSON AV,at stop,5954.31,4517
1,40.693424,-73.977531,MYRTLE AV/ST EDWARDS ST,at stop,1154.51,4043
2,40.693715,-73.963644,MYRTLE AV/STEUBEN ST,approaching,2331.3300000000004,6571
0,40.698516,-73.92114,MYRTLE AV/WILSON AV,at stop,5954.31,4517
1,40.693377,-73.976313,MYRTLE AV/N PORTLAND AV,approaching,1257.34,4043
2,40.693858,-73.96242,MYRTLE AV/CLASSON AV,approaching,2435.73,6571
0,40.694048,-73.960768,MYRTLE AV/CLASSON AV,at stop,2576.63,6571
1,40.698672,-73.919637,MYRTLE AV/KNICKERBOCKER AV,approaching,6082.219999999999,4517
2,40.693327,-73.974971,MYRTLE AV/CARLTON AV,< 1 stop away,1370.64,4043
0,40.698784,-73.918577,MYRTLE AV/KNICKERBOCKER AV,at stop,6172.46,4517
1,40.693254,-73.973007,MYRTLE AV/CARLTON AV,approaching,1536.38,4043
2,40.69417,-73.959694,MYRTLE AV/FRANKLIN AV,< 1 stop away,2668.21,6571
0,40.693233,-73.972476,MYRTLE AV/CARLTON AV,at stop,1581.27,4043
1,40.698788,-73.918533,MYRTLE AV/KNICKERBOCKER AV,at stop,6176.219999999999,4517
2,40.69419,-73.959509,MYRTLE AV/FRANKLIN AV,< 1 stop away,2683.92,6571
0,40.6958,-73.987122,TILLARY ST/JAY ST,approaching,144.25,3972
1,40.698881,-73.917636,MYRTLE AV/MENAHAN ST,< 1 stop away,6252.54,4517
2,40.694416,-73.957545,MYRTLE AV/SPENCER ST,< 1 stop away,2851.4100000000003,6571
3,40.693199,-73.971574,MYRTLE AV/VANDERBILT AV,< 1 stop away,1657.38,4043
0,40.699038,-73.916108,MYRTLE AV/MENAHAN ST,at stop,6382.49,4517
1,40.694512,-73.956716,MYRTLE AV/SPENCER ST,approaching,2922.1000000000004,6571
2,40.69318,-73.971082,MYRTLE AV/VANDERBILT AV,< 1 stop away,1698.9,4043
3,40.695961,-73.984922,MYRTLE AV/FLEET PL,< 1 stop away,355.27000000000004,3972
0,40.693124,-73.969607,MYRTLE AV/VANDERBILT AV,approaching,1823.46,4043
1,40.694522,-73.956624,MYRTLE AV/SPENCER ST,approaching,2929.9500000000003,6571
2,40.699077,-73.91575,GATES AV/WYCKOFF AV,< 1 stop away,6413.01,4517
3,40.695957,-73.984799,MYRTLE AV/FLEET PL,< 1 stop away,365.6700000000001,3972
0,40.694657,-73.955458,MYRTLE AV/SPENCER ST,at stop,3029.4300000000003,6571
1,40.693118,-73.969443,MYRTLE AV/VANDERBILT AV,at stop,1837.3,4043
2,40.699198,-73.914601,GATES AV/WYCKOFF AV,< 1 stop away,6510.76,4517
3,40.695958,-73.98484,MYRTLE AV/FLEET PL,< 1 stop away,362.20000000000005,3972
0,40.693363,-73.966688,MYRTLE AV/WASHINGTON AV,at stop,2071.7099999999996,4043
1,40.694749,-73.954659,MYRTLE AV/WALWORTH ST,approaching,3097.52,6571
2,40.699471,-73.912583,GATES AV/WYCKOFF AV,approaching,6683.71,4517
3,40.695958,-73.98484,MYRTLE AV/FLEET PL,< 1 stop away,362.20000000000005,3972
0,40.693363,-73.966688,MYRTLE AV/WASHINGTON AV,at stop,2071.7099999999996,4043
1,40.699783,-73.911956,GATES AV/WYCKOFF AV,approaching,6751.38,4517
2,40.694876,-73.953553,MYRTLE AV/NOSTRAND AV,approaching,3191.88,6571
3,40.695549,-73.984378,MYRTLE AV/FLEET PL,< 1 stop away,431.58000000000004,3972
0,40.693377,-73.966566,MYRTLE AV/WASHINGTON AV,at stop,2082.16,4043
1,40.694983,-73.95266,MYRTLE AV/NOSTRAND AV,at stop,3268.1,6571
2,40.700162,-73.911579,PALMETTO ST/ST NICHOLAS AV,< 1 stop away,6804.12,4517
3,40.694209,-73.9837,MYRTLE AV/FLEET PL,< 1 stop away,591.1400000000001,3972
0,40.694983,-73.95266,MYRTLE AV/NOSTRAND AV,at stop,3268.1,6571
1,40.700894,-73.910832,PALMETTO ST/ST NICHOLAS AV,approaching,6907.04,4517
2,40.69341,-73.966289,MYRTLE AV/RYERSON ST,approaching,2105.77,4043
3,40.693742,-73.983467,MYRTLE AV/FLEET PL,< 1 stop away,646.6400000000001,3972
0,40.694983,-73.95266,MYRTLE AV/NOSTRAND AV,at stop,3268.1,6571
1,40.700636,-73.909984,PALMETTO ST/ST NICHOLAS AV,at stop,7002.33,4517
2,40.693704,-73.963736,MYRTLE AV/STEUBEN ST,approaching,2323.5,4043
3,40.693634,-73.983013,MYRTLE AV/FLEET PL,approaching,691.73,3972
0,40.700535,-73.910014,PALMETTO ST/ST NICHOLAS AV,at stop,7017.58,4517
1,40.693982,-73.961349,MYRTLE AV/CLASSON AV,approaching,2527.05,4043
2,40.693607,-73.982356,MYRTLE AV/FLEET PL,approaching,747.23,3972
3,40.695222,-73.950561,MYRTLE AV/MARCY AV,approaching,3447.02,6571
0,40.695356,-73.949382,MYRTLE AV/MARCY AV,at stop,3547.52,6571
1,40.694306,-73.958497,MYRTLE AV/FRANKLIN AV,approaching,2770.2799999999997,4043
2,40.69357,-73.98133,MYRTLE AV/ASHLAND PL,< 1 stop away,833.8700000000001,3972
0,40.695356,-73.949382,MYRTLE AV/MARCY AV,at stop,3547.52,6571
1,40.694335,-73.958251,MYRTLE AV/FRANKLIN AV,approaching,2791.22,4043
2,40.693564,-73.981166,MYRTLE AV/ASHLAND PL,< 1 stop away,847.6600000000001,3972
0,40.695356,-73.949382,MYRTLE AV/MARCY AV,at stop,3547.52,6571
1,40.694395,-73.957729,MYRTLE AV/FRANKLIN AV,at stop,2835.71,4043
2,40.693525,-73.980145,MYRTLE AV/ASHLAND PL,approaching,933.86,3972
0,40.693499,-73.979451,MYRTLE AV/ASHLAND PL,at stop,992.48,3972
1,40.695602,-73.947243,MYRTLE AV/TOMPKINS AV,approaching,3729.9300000000003,6571
2,40.694512,-73.956716,MYRTLE AV/SPENCER ST,approaching,2922.1000000000004,4043
0,40.695687,-73.946509,MYRTLE AV/TOMPKINS AV,at stop,3792.55,6571
1,40.693431,-73.977695,MYRTLE AV/ST EDWARDS ST,at stop,1140.72,3972
2,40.694536,-73.956501,MYRTLE AV/SPENCER ST,approaching,2940.42,4043
0,40.695687,-73.946509,MYRTLE AV/TOMPKINS AV,at stop,3792.55,6571
1,40.69466,-73.955427,MYRTLE AV/SPENCER ST,at stop,3032.05,4043
2,40.69339,-73.976638,MYRTLE AV/N PORTLAND AV,approaching,1229.9499999999998,3972
0,40.695987,-73.94389,MYRTLE AV/THROOP AV,approaching,4015.84,6571
1,40.694848,-73.953799,MYRTLE AV/NOSTRAND AV,approaching,3170.86,4043
2,40.693333,-73.975135,MYRTLE AV/CARLTON AV,< 1 stop away,1356.82,3972
0,40.694976,-73.952721,MYRTLE AV/NOSTRAND AV,at stop,3262.84,4043
1,40.696009,-73.943698,MYRTLE AV/THROOP AV,approaching,4032.1800000000003,6571
2,40.693259,-73.97313,MYRTLE AV/CARLTON AV,approaching,1526.02,3972
0,40.696068,-73.943187,MYRTLE AV/THROOP AV,at stop,4075.75,6571
1,40.693236,-73.972558,MYRTLE AV/CARLTON AV,at stop,1574.3600000000001,3972
2,40.695009,-73.952441,MYRTLE AV/MARCY AV,< 1 stop away,3286.7599999999998,4043
0,40.695352,-73.949414,MYRTLE AV/MARCY AV,at stop,3544.81,4043
1,40.696097,-73.942932,MYRTLE AV/MARCUS GARVEY BL,< 1 stop away,4097.55,6571
2,40.693217,-73.972066,MYRTLE AV/VANDERBILT AV,< 1 stop away,1615.8600000000001,3972
0,40.695356,-73.949382,MYRTLE AV/MARCY AV,at stop,3547.52,4043
1,40.696241,-73.941686,MYRTLE AV/MARCUS GARVEY BL,approaching,4203.8,6571
2,40.693176,-73.971,MYRTLE AV/VANDERBILT AV,< 1 stop away,1705.82,3972
0,40.696333,-73.940887,MYRTLE AV/MARCUS GARVEY BL,at stop,4271.91,6571
1,40.693119,-73.969484,MYRTLE AV/VANDERBILT AV,approaching,1833.84,3972
2,40.695426,-73.948775,MYRTLE AV/TOMPKINS AV,< 1 stop away,3599.25,4043
0,40.695687,-73.946509,MYRTLE AV/TOMPKINS AV,at stop,3792.55,4043
1,40.693363,-73.966688,MYRTLE AV/WASHINGTON AV,at stop,2071.7099999999996,3972
2,40.696498,-73.939447,MYRTLE AV/LEWIS AV,< 1 stop away,4394.68,6571
0,40.695687,-73.946509,MYRTLE AV/TOMPKINS AV,at stop,3792.55,4043
1,40.693363,-73.966688,MYRTLE AV/WASHINGTON AV,at stop,2071.7099999999996,3972
2,40.696615,-73.938423,MYRTLE AV/LEWIS AV,approaching,4481.98,6571
0,40.696729,-73.937431,MYRTLE AV/LEWIS AV,at stop,4566.56,6571
1,40.693406,-73.96632,MYRTLE AV/RYERSON ST,approaching,2103.14,3972
2,40.695808,-73.945455,MYRTLE AV/THROOP AV,< 1 stop away,3882.41,4043
0,40.696064,-73.943219,MYRTLE AV/THROOP AV,at stop,4073.03,4043
1,40.693518,-73.965333,MYRTLE AV/RYERSON ST,approaching,2187.29,3972
2,40.696825,-73.936601,MYRTLE AV/BROADWAY,approaching,4637.33,6571
0,40.696336,-73.940855,MYRTLE AV/MARCUS GARVEY BL,at stop,4274.63,4043
1,40.695862,-73.987119,TILLARY ST/JAY ST,approaching,151.12,6585
2,40.693704,-73.963736,MYRTLE AV/STEUBEN ST,approaching,2323.5,3972
3,40.696844,-73.936442,MYRTLE AV/BROADWAY,approaching,4650.9400000000005,6571
0,40.694048,-73.960768,MYRTLE AV/CLASSON AV,at stop,2576.63,3972
1,40.695862,-73.987119,TILLARY ST/JAY ST,approaching,151.12,6585
2,40.696907,-73.935899,MYRTLE AV/BROADWAY,approaching,4697.21,6571
3,40.696494,-73.939479,MYRTLE AV/LEWIS AV,< 1 stop away,4391.95,4043
0,40.696666,-73.937975,MYRTLE AV/LEWIS AV,approaching,4520.18,4043
1,40.696903,-73.935931,MYRTLE AV/BROADWAY,approaching,4694.49,6571
2,40.694194,-73.959479,MYRTLE AV/FRANKLIN AV,< 1 stop away,2686.5299999999997,3972
3,40.695957,-73.984799,MYRTLE AV/FLEET PL,< 1 stop away,365.6700000000001,6585
0,40.696692,-73.937751,MYRTLE AV/LEWIS AV,at stop,4539.28,4043
1,40.696929,-73.935708,MYRTLE AV/BROADWAY,approaching,4713.54,6571
2,40.694194,-73.959479,MYRTLE AV/FRANKLIN AV,< 1 stop away,2686.5299999999997,3972
3,40.695229,-73.984214,MYRTLE AV/FLEET PL,< 1 stop away,469.7300000000001,6585
0,40.696944,-73.93558,MYRTLE AV/BROADWAY,at stop,4724.42,6571
1,40.694536,-73.956501,MYRTLE AV/SPENCER ST,approaching,2940.42,3972
2,40.696818,-73.936665,MYRTLE AV/BROADWAY,approaching,4631.89,4043
3,40.693655,-73.983423,MYRTLE AV/FLEET PL,< 1 stop away,657.0400000000001,6585
0,40.696944,-73.93558,MYRTLE AV/BROADWAY,at stop,4724.42,6571
1,40.696936,-73.935644,MYRTLE AV/BROADWAY,at stop,4718.9800000000005,4043
2,40.69455,-73.956378,MYRTLE AV/SPENCER ST,approaching,2950.8900000000003,3972
3,40.693655,-73.983423,MYRTLE AV/FLEET PL,< 1 stop away,657.0400000000001,6585
0,40.694657,-73.955458,MYRTLE AV/SPENCER ST,at stop,3029.4300000000003,3972
1,40.696951,-73.935516,MYRTLE AV/BROADWAY,at stop,4729.87,4043
2,40.696944,-73.93558,MYRTLE AV/BROADWAY,at stop,4724.42,6571
3,40.693589,-73.981863,MYRTLE AV/FLEET PL,approaching,788.85,6585
0,40.694709,-73.954997,MYRTLE AV/WALWORTH ST,approaching,3068.71,3972
1,40.697221,-73.933055,MYRTLE AV/BUSHWICK AV,approaching,4939.52,4043
2,40.69357,-73.98133,MYRTLE AV/ASHLAND PL,< 1 stop away,833.8700000000001,6585
3,40.69705,-73.934621,MYRTLE AV/BUSHWICK AV,< 1 stop away,4806.1,6571
0,40.697346,-73.931982,MYRTLE AV/BUSHWICK AV,at stop,5031.0,4043
